,Unnamed: 0,instrument,avg_score,pos_ratio,real_label,error,abs_error,code,name,datetime,n1close,n2high
0,0,SZ300274,0.1157417797676939,1.0,0.062972784,0.0527689957253355,0.0527689957253355,,,2026-04-27,10.397576,11.117143
1,1,SH688256,0.0996091673289179,0.9166666666666666,0.030651212,0.06895795559033148,0.06895795559033148,SH688256,寒武纪,2026-04-27,0.03046742,0.031475984
2,2,SZ300394,0.0981964144884441,0.8333333333333334,0.0041640997,0.09403231479514576,0.09403231479514576,,,2026-04-27,32.087784,32.885326
3,3,SZ300502,0.0975262347455423,0.9166666666666666,0.0028754473,0.0946507874722879,0.0946507874722879,,,2026-04-27,79.90555,82.0006
4,4,SZ300782,0.0894877057842943,0.9166666666666666,-0.02588278,0.1153704863362047,0.1153704863362047,,,2026-04-27,1.1210753,1.1391802
5,5,SH600741,0.0639209026476695,0.9166666666666666,-0.027411819,0.091332721152003,0.091332721152003,SH600741,华域汽车,2026-04-27,25.301788,25.301756
6,6,SZ300476,0.0579163399068694,0.9166666666666666,0.06647289,-0.008556548085989484,0.008556548085989484,,,2026-04-27,15.048198,16.49216
7,7,SH600066,0.0470356513266161,1.0,0.008142829,0.038892822385270885,0.038892822385270885,SH600066,宇通客车,2026-04-27,261.50928,266.0617
8,8,SZ002460,0.0439536597293598,0.6666666666666666,0.058458567,-0.014504906936289613,0.014504906936289613,,,2026-04-27,4.6804624,4.968296
9,9,SH601998,0.0439051011155713,1.0,-0.0011581182,0.04506321936355714,0.04506321936355714,SH601998,中信银行,2026-04-27,0.2743265,0.27564836
10,10,SH600309,0.0434128467984112,1.0,0.009724021,0.033688825840464426,0.033688825840464426,SH600309,万华化学,2026-04-27,164.65688,166.4422
11,11,SH688472,0.0422402968338567,0.9166666666666666,0.0447762,-0.0025359044143122428,0.0025359044143122428,SH688472,阿特斯,2026-04-27,0.084540434,0.089405276
12,12,SH601995,0.0421703729892195,0.9166666666666666,0.002829671,0.03934070208315261,0.03934070208315261,SH601995,中金公司,2026-04-27,0.025596263,0.025793292
13,13,SZ000776,0.0413051130312975,1.0,0.008530021,0.032775092317491344,0.032775092317491344,,,2026-04-27,2.1867712,2.2126775
14,14,SH605117,0.0399608892525346,0.5833333333333334,0.05472684,-0.014765949813017161,0.014765949813017161,SH605117,德业股份,2026-04-27,1.8801807,2.0076606
15,15,SZ002459,0.0389262669445417,1.0,0.019203901,0.019722365653648148,0.019722365653648148,,,2026-04-27,0.058359,0.059715487
16,16,SH601077,0.0385187343638017,1.0,-0.0037278533,0.04224658766198896,0.04224658766198896,SH601077,渝农商行,2026-04-27,0.17845136,0.18099189
17,17,SZ000895,0.0379043361952705,0.75,-0.02402103,0.06192536566762157,0.06192536566762157,,,2026-04-27,67.40866,70.17249
18,18,SH601658,0.0368596252444706,0.9166666666666666,-0.00988692,0.046746545696588516,0.046746545696588516,SH601658,邮储银行,2026-04-27,0.30629325,0.30612528
